Fecha,ID,NPS Group,NPS,Comment,UsuarioDecisión,Canal,Palanca,Subpalanca
2026-02-11 13:47:29,123978116,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-29 20:47:16,123436161,DETRACTOR,6,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-16 09:25:28,122830244,PASIVO,7,NO HE RECIBIDO EL SOPORTE ADECUADO PARA REALIZAR LAS GESTIONES DE LA CUENTA,Sí,BBVA,Banca,Resolución de dudas
2026-02-03 11:08:04,123636900,PROMOTOR,10,EXCELENTE,Sí,Web,Uso,Practicidad/ Facilidad de uso
2026-02-13 11:31:02,124046260,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-13 14:06:22,124051766,DETRACTOR,6,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-05 09:25:43,123735925,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-23 14:07:22,123173273,PASIVO,8,"Los últimos cambios en los pagos tanto como interbancarios como mismos bancos, no ayudan mucho ya que antes los podías buscar escribiendo el nombre.",No,Web,Uso,Practicidad/ Facilidad de uso
2026-02-13 16:30:19,124055464,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-05 10:36:54,123740471,PROMOTOR,10,ME GUSTA SU BANCA ELECTRONICA,No,Web,Uso,Practicidad/ Facilidad de uso
2026-02-09 13:25:58,123884426,PASIVO,8,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-14 16:26:23,122770319,DETRACTOR,1,"SUS ACTUALIZACION Y ACOMODO DE SU PAGINA HACEN QUE UNO QUIERA MIGRAR DE BANCO, APRENDAN A AFIRME",Sí,Web,Uso,Interface/ Actualización
2026-01-23 18:51:51,123185100,PROMOTOR,10,EXCELENTE SERVICIO,Sí,Web,Uso,Practicidad/ Facilidad de uso
2026-02-06 11:38:52,123799412,PROMOTOR,10,"Acceso sencillo, rápido y seguro",Sí,Web,Uso,Seguridad en la plataforma
2026-01-21 15:45:58,123046611,PROMOTOR,9,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-05 15:54:37,123763229,DETRACTOR,4,Es complicado encontrar la operacion que se tiene que hacer,Sí,Web,Uso,Practicidad/ Facilidad de uso
2026-01-08 11:40:36,122518608,PASIVO,7,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-03 15:49:41,123651778,PROMOTOR,9,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-17 09:31:59,124156736,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-20 13:59:31,124277965,PROMOTOR,10,excelente servicio,No,Web,Uso,Practicidad/ Facilidad de uso
2026-01-17 16:26:34,122870640,PASIVO,8,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-24 12:19:58,123205876,PROMOTOR,10,EXCELENTE,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-29 17:11:01,123433050,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-31 12:10:34,123490731,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-17 11:13:44,124160959,DETRACTOR,4,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-21 11:21:52,123028461,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-11 22:15:06,123987335,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-06 10:20:48,123795799,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-26 11:26:00,123272913,PASIVO,8,muy seguido me dice que tienen problemas,Sí,Web,Funcionamiento Continuo,No funciona bien/ falla
2026-01-15 20:06:05,122812809,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-13 18:41:53,124057797,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-19 17:53:31,122937515,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-03 19:32:20,123658882,PASIVO,8,"LES FALTA TENER UNA BANCA MANCOMUNADA EN LA WEB, Y LAS TASAS DE INTERES ESTAN ALTAS",Sí,BBVA,Productos,Tasa de interés
2026-02-06 09:45:44,123794097,PASIVO,8,falta de atención de Ejecutivos.,No,BBVA,Banca,Conocimiento del ejecutivo
2026-02-05 10:08:49,123738721,PROMOTOR,10,"SON LOS MEJORES, GRACIAS",Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-30 15:05:13,123468969,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-09 18:05:46,123902439,PROMOTOR,10,.,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-04 09:45:47,123684818,PROMOTOR,9,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-18 10:44:12,122877793,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-03 12:41:53,123642555,DETRACTOR,6,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-14 10:25:05,124067815,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-03 17:50:14,123656003,PROMOTOR,10,excelente,No,Web,Uso,Practicidad/ Facilidad de uso
2026-02-16 11:00:33,124114298,PROMOTOR,9,todo bien,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-03 12:19:09,123641302,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-23 11:24:12,123164800,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-22 18:22:44,123130931,PROMOTOR,10,seguridad+facilidad+horario+soluciones+accesibilidad,Sí,Web,Uso,Practicidad/ Facilidad de uso
2026-02-12 11:29:04,124007772,PROMOTOR,9,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-17 09:43:33,124157234,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-03 15:03:36,123650018,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-14 11:45:08,124069337,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-09 13:12:57,123883285,PROMOTOR,9,me gusta mucho su banca en linea,Sí,Web,Uso,Practicidad/ Facilidad de uso
2026-01-15 16:45:48,122809472,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-04 22:44:13,123715050,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-14 13:58:51,122765593,DETRACTOR,2,muy mala banca y servicio,Sí,Web,Uso,Practicidad/ Facilidad de uso
2026-01-26 09:36:35,123265375,PROMOTOR,10,por la rapidez que se pueden realizar los pagos,Sí,Web,Uso,Velocidad de la plataforma
2026-02-13 17:33:23,124056709,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-29 13:00:39,123425151,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-09 09:34:36,123871381,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-21 12:04:57,123032469,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-19 17:07:09,122936326,PROMOTOR,10,son muy buenos,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-27 10:30:48,123331137,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-09 11:31:30,122569843,PROMOTOR,9,LARGAS FILAS EN SUCURSAL,Sí,BBVA,Banca,Amabilidad del ejecutivo
2026-02-06 17:15:28,123811508,PROMOTOR,9,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-19 11:36:13,122920405,DETRACTOR,0,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-02 11:26:40,122247706,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-23 21:01:20,123186962,DETRACTOR,0,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-20 10:18:47,124271103,DETRACTOR,3,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-30 09:03:29,123453670,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-09 13:49:48,122582276,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-20 09:40:06,124269818,PROMOTOR,10,excelente portal y servicio,Sí,Web,Uso,Practicidad/ Facilidad de uso
2026-01-26 10:54:21,123270453,PASIVO,8,8,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-03 13:11:53,123644299,PROMOTOR,10,ok,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-10 09:43:25,123927089,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-13 18:02:23,122733296,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-19 18:59:05,124253618,PROMOTOR,10,NO,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-03 13:43:48,123646155,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-03 09:00:32,123628530,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-26 11:11:52,123271708,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-15 15:38:38,122807736,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-19 18:12:22,122937944,PROMOTOR,10,.,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-19 12:22:32,122923500,PASIVO,8,"Casi todo bien. Con algunas cosas absurdas, como el no permitir que copiemos largas cadenas de texto y las podamos pegar, en vez de teclearlas.",Sí,Web,Uso,Practicidad/ Facilidad de uso
2026-01-20 12:34:39,122973490,DETRACTOR,0,PEsimo servicio,Sí,BBVA,Banca,Amabilidad del ejecutivo
2026-02-19 11:25:44,124235107,DETRACTOR,6,ANTES ERA MEJOR LA APLICACION,Sí,Web,Uso,Interface/ Actualización
2026-01-30 12:13:04,123462347,DETRACTOR,6,Tenemos Problemas con los asesores,No,BBVA,Línea BBVA,Mala atención
2026-02-10 13:43:25,123939573,DETRACTOR,0,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-09 08:30:23,123868272,PASIVO,7,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-06 16:56:15,123810998,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-22 13:19:21,123103335,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-10 18:31:04,123947668,PASIVO,7,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-29 17:03:19,123432904,PASIVO,8,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-26 10:33:16,123269049,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-26 11:41:35,123274494,DETRACTOR,6,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-22 11:53:04,123094065,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-06 10:25:49,123796032,DETRACTOR,0,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-30 12:42:35,123463645,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-22 09:06:54,123082057,DETRACTOR,3,"Desde ayer no puedo realizar una operación de compra de dolares, primero desde la app, despues de servicio no disponible y ahora clave de op",Sí,BBVA,Otros Canales,App
2026-01-27 13:52:41,123341586,PROMOTOR,10,Todo excelente. Gracias.,Sí,Web,Uso,Practicidad/ Facilidad de uso
2026-02-18 22:19:52,124210404,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-19 13:37:01,122927778,PROMOTOR,10,ES MUY BUENO,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-08 14:06:48,122526733,PASIVO,8,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-03 11:56:38,123639933,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-26 10:50:17,123270154,DETRACTOR,5,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-20 13:01:00,124276341,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-18 12:27:08,124199152,PASIVO,7,NO ME OFRECEN PRODUCTOS YA LLEVO 10 AÑOS CON EL BANCO,Sí,BBVA,Productos,Accesibilidad a créditos
2026-02-04 10:06:26,123686204,DETRACTOR,4,"SU SISTEMA ESTA MUY ANTIGUO, HAY PLATAFORMAS MAS MODERNAS QUE NO COMPLICAN TANTO LAS OPERACIONES",Sí,Web,Uso,Practicidad/ Facilidad de uso
2026-02-17 10:31:31,124159166,PROMOTOR,10,ES RAPIDO EL PORTAL BANCARIO Y FACIL,No,Web,Uso,Practicidad/ Facilidad de uso
2026-01-24 17:43:34,123212898,PASIVO,8,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-07 12:19:33,122467718,PASIVO,7,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-14 13:09:05,124071038,DETRACTOR,1,NO,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-01 11:14:37,123510092,PROMOTOR,10,Es facil,Sí,Web,Uso,Practicidad/ Facilidad de uso
2026-02-09 15:52:48,123894175,PROMOTOR,10,FACIL DE TRABAJAR,Sí,Web,Uso,Practicidad/ Facilidad de uso
2026-01-10 10:18:11,122607902,PASIVO,8,muy intuitiva solo algunos detalles,Sí,Web,Uso,Practicidad/ Facilidad de uso
2026-01-28 12:40:16,123384081,PROMOTOR,10,muy buena,Sí,Otros,FAN,FAN
2026-02-02 12:31:42,123559744,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-06 17:00:11,123811080,PROMOTOR,10,excelente,No,Web,Uso,Practicidad/ Facilidad de uso
2026-02-09 11:50:24,123878810,PASIVO,8,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-05 19:26:49,123772896,PROMOTOR,9,NO EN ESTE MOMENTO,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-06 13:07:11,123803289,PROMOTOR,10,EXCELENTE,No,Web,Uso,Practicidad/ Facilidad de uso
2026-01-20 20:16:16,122986913,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-18 11:12:38,124196680,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-13 10:20:44,124043144,DETRACTOR,1,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-28 14:54:20,123389628,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-31 17:10:41,123496537,PASIVO,8,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-09 12:03:25,123879426,PASIVO,8,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-06 10:06:40,123795118,PROMOTOR,10,TODO BIEN,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-23 09:32:46,123158691,PROMOTOR,9,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-02 18:31:50,122258043,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-03 17:14:28,123654723,DETRACTOR,5,Servicio pesimo del portal tardas una hora en hacer una operacion,Sí,Web,Uso,Practicidad/ Facilidad de uso
2026-02-01 22:54:32,123521105,PASIVO,7,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-03 14:54:45,123649633,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-19 09:09:25,124223870,PASIVO,8,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-02 13:13:14,123564357,PROMOTOR,9,"PAGINA MUY ÁGIL, FACIL DE USAR,  LÍMITE  Y HORARIOS AMPLIOS PARA TRANSACCIONES, MAS BANCOS PARA PAGOS SPEI, ENVIOS Y RECEPC DEL EXTRANJERO RÁPIDOS",No,Web,Uso,Practicidad/ Facilidad de uso
2026-01-15 17:36:39,122810568,PROMOTOR,9,"Siempre ha sido práctico, aunque no me ha gustado mucho el cambio en la plataforma, no me parece tan clara a como era antes",Sí,Web,Uso,Interface/ Actualización
2026-02-03 11:43:49,123639105,PROMOTOR,10,facil de usar,No,Web,Uso,Practicidad/ Facilidad de uso
2026-02-09 13:12:52,123883243,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-17 18:21:02,124174001,PASIVO,7,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-23 22:30:54,123187677,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-27 10:19:22,123330555,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-22 11:55:30,123094355,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-13 10:55:30,124044777,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-13 11:08:35,124045321,PROMOTOR,10,todo ok,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-07 17:27:27,122482227,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-08 11:19:30,122517324,PASIVO,8,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-09 16:59:23,123899148,PROMOTOR,9,MUY BUEN SERVICIO,Sí,BBVA,Banca,Amabilidad del ejecutivo
2026-01-11 19:51:25,122639794,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-03 15:31:05,123651064,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-09 17:23:46,122590110,PROMOTOR,10,"excelente atencion y servicio de sus ejecutivos, banca facil de operar, y rara vez falla",Sí,BBVA,Banca,Amabilidad del ejecutivo
2026-01-16 11:42:12,122838739,PROMOTOR,9,muchos tramites y lenta la atencion de los ejecutivos,Sí,BBVA,Banca,Tiempo de espera
2026-01-21 11:03:12,123026745,DETRACTOR,5,no me deja realizar operaciones en el extranjero por la ubicacion,Sí,Web,Funcionamiento Continuo,Pagos/ Transferencias
2026-01-13 17:25:12,122732703,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-30 06:38:29,123448077,PASIVO,8,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-03 13:04:28,123643881,PROMOTOR,9,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-11 17:36:26,123984053,PROMOTOR,10,"EXCELENTE SERVICIO DE BANCA. SOLO LES RECOMIENDO NO ESTRESAR CON LAS LLAMADAS POR PROMOCIONES, CUANDO SE NECESITE, ASISTIREMOS PERSONALMENTE A USTEDES",No,BBVA,Línea BBVA,Mala atención
2026-02-18 11:35:27,124197481,DETRACTOR,5,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-27 19:10:28,123350269,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-21 11:22:05,123028491,PROMOTOR,10,excelente servicio,Sí,Web,Uso,Practicidad/ Facilidad de uso
2026-01-28 17:20:16,123393763,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-02 11:22:15,123552348,PROMOTOR,9,Lo hacen bien,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-20 17:09:50,124282280,PASIVO,8,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-29 12:09:09,123422953,PASIVO,7,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-15 10:45:20,122796209,PASIVO,8,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-04 09:49:39,123685103,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-13 14:15:26,124052037,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-16 13:02:20,124124921,PASIVO,8,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-18 16:44:48,124206470,PROMOTOR,10,10,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-29 16:32:41,123432123,PROMOTOR,9,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-03 12:24:16,123641611,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-10 16:20:17,123944714,PROMOTOR,9,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-09 13:27:08,123884474,DETRACTOR,5,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-16 16:44:07,124136775,PASIVO,8,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-09 13:51:18,122582415,DETRACTOR,1,PESIMO SERVICIO EN SUCURSALES,Sí,BBVA,Banca,Atención personalizada
2026-02-11 13:41:22,123977906,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-12 10:27:27,124004883,PROMOTOR,9,Tienen un excelente servicio pero deben mejorar tasas de creditos revolventes,Sí,BBVA,Productos,Tasa de interés
2026-01-22 22:46:14,123136064,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-05 12:47:03,123750614,PROMOTOR,10,EFICIENTE,No,Web,Uso,Practicidad/ Facilidad de uso
2026-02-06 10:41:07,123796776,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-14 13:31:34,124071576,DETRACTOR,3,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-10 08:44:29,123921864,PROMOTOR,10,SUS SERVICIOS,No,BBVA,Banca,Amabilidad del ejecutivo
2026-02-02 09:16:58,123541853,PROMOTOR,9,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-16 13:51:07,124129107,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-03 10:03:42,123632630,DETRACTOR,2,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-17 14:39:04,124168285,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-27 13:56:58,123341729,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-07 15:31:50,122477919,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-24 16:15:01,123211462,PROMOTOR,9,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-14 13:14:48,122764054,PROMOTOR,10,excelente todo,Sí,Web,Uso,Practicidad/ Facilidad de uso
2026-02-06 11:32:44,123799166,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-02 15:17:42,123580210,PASIVO,8,tengo vigente un contrato de inversion y tengo 2 meses sin tener respuesta para subir o bajar inversiones.. mi asesor no me dá una solucion,Sí,BBVA,Banca,Resolución de dudas
2026-01-21 16:01:25,123047317,PROMOTOR,10,si,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-06 14:41:05,123806885,PROMOTOR,10,Excelente atención,Sí,Web,Uso,Practicidad/ Facilidad de uso
2026-01-28 14:23:21,123388568,PROMOTOR,10,excelete banca,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-17 21:08:32,124176497,PASIVO,7,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-02 16:27:56,123590070,PROMOTOR,10,pero no me gusta que cada que cierro mi sesion me pidan evaluarla es sumame nefasto,Sí,Web,Uso,Molestia por la encuesta
2026-02-13 16:43:45,124055740,DETRACTOR,3,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-03 12:52:34,122272699,PASIVO,8,casi todo esta bien,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-03 11:54:02,123639761,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-19 18:23:35,122938198,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-12 13:40:28,124012861,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-10 12:41:47,123937085,PROMOTOR,9,"no , gracias.",No,Otros,Sin Comentarios,Sin Comentarios
2026-02-12 10:36:47,124005372,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-13 11:47:54,122722203,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-16 09:07:46,124107536,PASIVO,8,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-03 16:44:30,123653711,PROMOTOR,10,EXCELENTE,Sí,Web,Uso,Practicidad/ Facilidad de uso
2026-02-10 16:18:41,123944654,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-18 19:27:36,124209017,DETRACTOR,5,.,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-13 20:03:31,124058722,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-27 16:32:15,123346996,DETRACTOR,0,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-07 21:58:57,123836633,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-29 09:19:12,123414713,PROMOTOR,9,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-18 19:32:19,124209046,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-03 10:23:06,123633885,PROMOTOR,10,BUEN SERVICIO,No,BBVA,Banca,Amabilidad del ejecutivo
2026-01-28 12:44:36,123384332,DETRACTOR,0,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-14 11:40:46,124069253,PROMOTOR,9,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-01-26 12:01:55,123276878,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-02 09:58:13,123544295,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-30 22:04:40,123476612,DETRACTOR,0,lento y con fallas,Sí,Web,Uso,Velocidad de la plataforma
2026-02-03 17:49:07,123655964,PASIVO,8,"SU PORTAL CARECE DE SEGURIDAD, SE METE CUALQUIERA A NUESTRAS CUENTAS A PESAR DE SOLICITAR UBICACION, SOMOS ALTAMENTE VULNERABLES. EL SISTEMA MUY BUENO",No,BBVA,Seguridad,Seguridad
2026-02-09 13:18:42,123883745,PROMOTOR,9,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-10 12:14:48,123935878,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-10 11:28:48,123933758,PASIVO,7,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-20 11:56:30,124274345,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-11 11:18:59,123971742,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-16 14:06:10,124130301,PASIVO,7,SE DEBERÍA INGRESAR LA CAPTURA DE MONTOS O NUEVAS CLABES SÓLO CON COPIAR Y PEGAR,Sí,Web,Agregar Funcionalidad,Agregar Funcionalidad
2026-02-02 10:13:55,123545699,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-18 08:47:53,124190999,PROMOTOR,10,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-20 10:39:08,124271890,PROMOTOR,10,Excelente servicio,No,Web,Uso,Practicidad/ Facilidad de uso
2026-01-30 09:31:01,123454837,PROMOTOR,10,,No,Otros,Sin Comentarios,Sin Comentarios
2026-01-30 11:03:55,123459353,PROMOTOR,9,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-20 09:57:21,124270391,PASIVO,8,,No,Otros,Sin Comentarios,Sin Comentarios
2026-02-14 15:28:15,124073658,PASIVO,8,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-03 16:27:40,123653065,PROMOTOR,9,,Sí,Otros,Sin Comentarios,Sin Comentarios
2026-02-10 12:35:33,123936786,PROMOTOR,10,NO,Sí,Otros,Sin Comentarios,Sin Comentarios
